Date,Publisher,Spend_USD
2024-01,bakingmischief.com,53.779199999999996
2024-01,ballotpedia.org,1927.0326
2024-01,bandsintown.com,1205.6712
2024-01,baocalitoday.com,0.9722999999999999
2024-01,baseball-reference.com,98.3873
2024-01,basketball-reference.com,347.6841
2024-01,bbcgoodfood.com,1470.1795
2024-01,beebom.com,390.809
2024-01,beinsports.com,27.8668
2024-01,beliefnet.com,231.4999
2024-01,belk.com,14341.6788
2024-01,bellyfull.net,127.73689999999999
2024-01,bestbuy.com,397564.7019
2024-01,bestlifeonline.com,105.6814
2024-01,bestplaces.net,345.8782
2024-01,bestproducts.com,2334.6556
2024-01,betches.com,434.0044
2024-01,bettermanly.com,295.7831
2024-01,bgr.com,44.5076
2024-01,bhg.com (Meredith),4346.4017
2024-01,biblegateway.com,70.6133
2024-01,biblehub.com,262.6169
2024-01,bicycling.com (Rodale Inc.),331.516
2024-01,bigoven.com,56.172
2024-01,bigthink.com,68.6233
2024-01,bikeforums.net,909.1052
2024-01,bikeradar.com (Immediate Media),951.6524
2024-01,billboard.com,7277.5571
2024-01,billoreilly.com,48.0568
2024-01,birdsandblooms.com,4.896
2024-01,bismanonline.com,78.5587
2024-01,bisnow.com,3356.8248
2024-01,bizfluent.com,1.9151
2024-01,bizrate.com,131.0651
2024-01,blackfriday.com,13.0966
2024-01,blavity.com,894.6919
2024-01,bleacherreport.com (Turner Digital),1238.7829000000002
2024-01,bleedinggreennation.com,1303.0005
2024-01,bleepingcomputer.com,704.6424
2024-01,blockshopper.com,567.5116
2024-01,bloodyelbow.com,183.5165
2024-01,blu-ray.com,2401.9118
2024-01,bmj.com,3818.6375
2024-01,bmwblog.com,87.4582
2024-01,boardgamegeek.com,15402.637200000001
2024-01,bobbyhadz.com,100.7874
2024-01,bobvila.com,4.4159
2024-01,boingboing.net,1475.0133
2024-01,boldsky.com,62.1817
2024-01,bonappetit.com (Condé Nast),70.6662
2024-01,boredpanda.com,181.858
2024-01,boston.com,4478.1487
2024-01,boston25news.com (WorldNow),3.1047
2024-01,bostonglobe.com,502.5376
2024-01,bostonmagazine.com,777.2522
2024-01,bradsdeals.com,5870.2766
2024-01,brainfall.com,28.523600000000002
2024-01,brainyquote.com,948.083
2024-01,britannica.com,681.2537
2024-01,broadcastingcable.com,11.051200000000001
2024-01,broadwayworld.com,157.6144
2024-01,brooklynvegan.com,28.599999999999998
2024-01,broomfieldenterprise.com,1.1451
2024-01,brothers-brick.com,1.5823
2024-01,budgetbytes.com,838.6639
2024-01,buffalonews.com,377.93510000000003
2024-01,bulbapedia.bulbagarden.net,6884.4785
2024-01,bunsinmyoven.com,7.1159
2024-01,businessinsider.com,3844.8199
2024-01,businessinsurance.com,496.66780000000006
2024-01,butterwithasideofbread.com,28.738500000000002
2024-01,buzzfeed.com,1869.4876000000002
2024-01,buzzfeednews.com,2254.7963
2024-01,byrdie.com,1012.4082
2024-01,c-span.org,15037.5508
2024-01,cafedelites.com,660.0879
2024-01,calculator-online.net,66.2081
2024-01,calculator.net,2736.1108
2024-01,calculatorsoup.com,571.5135
2024-01,calendarlabs.com,50.472
2024-01,callmepmc.com,3.0303
2024-01,cambio.com,3.6441
2024-01,campgrounds.rvlife.com,838.1640000000001
2024-01,candycrush-cheats.com,170.5528
2024-01,cantstayoutofthekitchen.com,1.8137
2024-01,capitalizemytitle.com,26.1192
2024-01,caranddriver.com (Hearst Digital),11134.169
2024-01,carbuzz.com,297.07439999999997
2024-01,carcarekiosk.com,3.3912
2024-01,cargurus.com,16515.4415
2024-01,carlsbadcravings.com,90.0981
2024-01,cars.com (Gannett),72271.1966
2024-01,carscoops.com,2468.9074
2024-01,catchmyparty.com,2.5671
2024-01,cbr.com,8035.9133999999995
2024-01,cbsnews.com (CBS Interactive),2875.0386
2024-01,cbssports.com (CBS Interactive),440.8683
2024-01,cdkitchen.com,21.589199999999998
2024-01,celebitchy.com,6022.1258
2024-01,celebritycarsblog.com,3.9248000000000003
2024-01,celebuzz.com,9.5586
2024-01,centraljersey.com,1.5871
2024-01,centurylink.net,468.9563
2024-01,cesarsway.com,31.6863
2024-01,charlotteobserver.com (McClatchy),243.801
2024-01,cheapoair.com,87.6267
2024-01,cheatcodes.com,26.3761
2024-01,cheftalk.com,8.221
2024-01,chegg.com,81.6716
2024-01,chelseasmessyapron.com,7.024
2024-01,chicago.suntimes.com,989.4659
2024-01,chicagotribune.com (Tribune Media),21.963
2024-01,chocolatechocolateandmore.com,14.064599999999999
2024-01,chocolatecoveredkatie.com,321.8975
2024-01,chosic.com,91.2025
2024-01,christianity.com,1070.9856
2024-01,chron.com,74617.8109
2024-01,citationmachine.net,3466.4476
2024-01,claireandjamie.com,237.48880000000003
2024-01,clark.com,1035.6259
2024-01,classics.autotrader.com,210.14010000000002
2024-01,classmates.com,37.0222
2024-01,cleveland.com,765.1329000000001
2024-01,clevescene.com,85.2981
2024-01,climbing.com,1219.3792999999998
2024-01,clutchpoints.com,93.3451
2024-01,cnet.com (CBS Interactive),66206.59210000001
2024-01,cnn.com (Turner Digital),26386.0197
2024-01,cnnespanol.cnn.com,13.9951
2024-01,cnnturk.com,32.0126
2024-01,cntraveler.com (Condé Nast),1061.4993
2024-01,coasterbuzz.com,0.5089
2024-01,coindesk.com,11.9958
2024-01,collectionsetc.com,538.5549
2024-01,collegeconfidential.com,504.62690000000003
2024-01,collider.com,1070.5139
2024-01,collinsdictionary.com,255.0106
2024-01,colonist.io,16193.7379
2024-01,comicskingdom.com,80.8978
2024-01,commercialobserver.com,726.3371
2024-01,commercialtrucktrader.com (Dominion Enterprises),553.833
2024-01,community.spiceworks.com,1419.4309
2024-01,complex.com,2739.1882
2024-01,consequence.net,321.9856
2024-01,conservativeintel.com,0.8247
2024-01,constative.com,92.8688
2024-01,consumersearch.com,284.4179
2024-01,context.reverso.net,1313.6176
2024-01,convert-me.com,13.7775
2024-01,convertcase.net,2.8126
2024-01,cookieandkate.com,1122.6392
2024-01,cooking.nytimes.com,224.7052
2024-01,cookingclassy.com,294.0408
2024-01,cookinglsl.com,2.4461
2024-01,coolmathgames.com,99.9317
2024-01,cornell.edu,2449.6657
2024-01,corporette.com,91.5327
2024-01,cosmopolitan.com (Hearst Digital),8390.5968
2024-01,countryliving.com (Hearst Digital),64947.4602
2024-01,covermesongs.com,0.6677
2024-01,coveteur.com,20.4169
2024-01,coyotecountrylv.com,2.3712999999999997
2024-01,cram.com,143.5721
2024-01,creativebloq.com (Future Publishing),210.91379999999998
2024-01,cricbuzz.com,342.595
2024-01,crooksandliars.com,86.6589
2024-01,crosswalk.com,1112.2092
2024-01,crosswordtracker.com,39.099599999999995
2024-01,cubaenmiami.com,8.1943
2024-01,culinaryhill.com,19.5925
2024-01,culturehook.com,2418.9309000000003
2024-01,cupofjo.com,152.0242
2024-01,curbed.com (Vox Media),412.7469
2024-01,curbly.com,55.8259
2024-01,currently.att.yahoo.com,12507.2274
2024-01,curseforge.com,6422.8843
2024-01,cuteness.com (Leaf Group),53.809400000000004
2024-01,cwsanfrancisco.cbslocal.com,0.1527
2024-01,cycletrader.com (Dominion Enterprises),427.9975
2024-01,cycleworld.com (Bonnier),2955.4092
2024-01,dailydot.com,194.1258
2024-01,dailyfitnesstip.com,1582.887
2024-01,dailyhive.com,16.0706
2024-01,dailymail.co.uk (Daily Mail),4886.3355
2024-01,dailymotion.com,1555.4583
2024-01,dailypress.com (Tribune Media),48.546
2024-01,dailywire.com,4.2542
2024-01,damndelicious.net,244.9221
2024-01,dansdeals.com,1112.8671
2024-01,dawn.com,217.7604
2024-01,dayton.com,0.3642
2024-01,dcrainmaker.com,143.4288
2024-01,dcurbanmom.com,106.9693
2024-01,dealmoon.com,650.0249
2024-01,dealnews.com,48375.1547
2024-01,decider.com,41.6241
2024-01,decodethis.com,5.9934
2024-01,delish.com (Hearst Digital),7879.6194
2024-01,delmartimes.net (Tribune Media),0.129
2024-01,dentonrc.com,24.7183
2024-01,deseret.com,36.0085
2024-01,desmoinesregister.com (Gannett),3128.1624
2024-01,destructoid.com (Mandatory),446.4163
2024-01,detroitnews.com,1793.0266
2024-01,dexerto.com,46.3506
2024-01,diariolasamericas.com,4.3624
2024-01,dice.com,3991.9990000000003
2024-01,dicebreaker.com,886.3217999999999
2024-01,dictionary.cambridge.org,4366.7144
2024-01,dieseltruckresource.com,19.0416
2024-01,diethood.com,8.1808
2024-01,diffen.com,552.7935
2024-01,digitaltrends.com,26221.1054
2024-01,dinakaran.com,2.4292
2024-01,dinamalar.com,192.6266
2024-01,dinneratthezoo.com,58.4458
2024-01,dinnerthendessert.com,158.3923
2024-01,disneytouristblog.com,361.8604
2024-01,dispatch.com,113.2339
2024-01,diyncrafts.com,7.2658000000000005
2024-01,dlisted.com,119.1078
2024-01,dmv.org,36146.668
2024-01,domino.com,153.6957
2024-01,doodle.com,124.1753
2024-01,dotesports.com,130.81799999999998
2024-01,doublethebatch.com,0.7634
2024-01,downdetector.com,2567.3436
2024-01,downshiftology.com,1140.1878
2024-01,dpreview.com,3267.0901
2024-01,drivemehungry.com,97.8566
2024-01,drivepedia.com,14.4002
2024-01,droid-life.com,1656.6842
2024-01,drudgereport.com,1642.5585
2024-01,drugs.com,3332.3582
2024-01,dummies.com,482.1328
2024-01,eagletribune.com,97.489
2024-01,earthsky.org,275.5066
2024-01,earthtrekkers.com,221.7944
2024-01,easybib.com,888.385
2024-01,eatathomecooks.com,11.065
2024-01,eater.com (Vox Media),356.6952
2024-01,eatthis.com,82.5289
2024-01,eatwell101.com,296.1384
2024-01,ebaumsworld.com,155.2898
2024-01,ebay.ca,443.5467
2024-01,ebay.com,366948.8706
2024-01,ebony.com,10.6121
2024-01,economictimes.indiatimes.com,3078.5137999999997
2024-01,ecorenovator.org,0.1602
2024-01,ecosalon.com,7.094900000000001
2024-01,edhrec.com,945.7807
2024-01,edmunds.com,36843.1317
2024-01,eenadu.net,5643.5013
2024-01,ehow.com (Leaf Group),17.2761
2024-01,elle.com (Hearst Digital),5865.198
2024-01,elle.com.au,4.2969
2024-01,elledecor.com (Hearst Digital),1046.3582999999999
2024-01,emojipedia.org,2391.329
2024-01,encyclopedia.com,115.4687
2024-01,engadget.com,10409.327
2024-01,enotes.com,2000.9116
2024-01,entertainment.ie,352.4052
2024-01,entrepreneur.com,29306.5701
2024-01,epicurious.com (Condé Nast),571.7978
2024-01,equator.com,9.9069
2024-01,equinenow.com,108.67779999999999
2024-01,equipmenttrader.com,837.2822
2024-01,escapistmagazine.com,28.606900000000003
2024-01,espn.com (Disney),107683.9002
2024-01,espn975.com,0.39990000000000003
2024-01,espncricinfo.com,1673.3141
2024-01,esquire.com (Hearst Digital),1080.4309
2024-01,eurosport.com,3.9358
2024-01,eventhubs.com,9.4837
2024-01,everydayhealth.com,6.5228
2024-01,everydaypower.com,26.6828
2024-01,everydayroots.com,162.4742
2024-01,ew.com (Meredith),8018.2134
2024-01,excelchamps.com,753.7215
2024-01,exceljet.net,115.7205
2024-01,excellenttown.com,309.9538
2024-01,expertreviews.co.uk (Dennis Publishing),1.3933
2024-01,explore.com,104.93549999999999
2024-01,express.co.uk (Northern & Shell),1387.3234
2024-01,"extremetech.com (Ziff Davis, Inc.)",25.049
2024-01,factable.com,8.0437
2024-01,faithfamilyamerica.com,121.84909999999999
2024-01,fallout.fandom.com,499.2261
2024-01,familydestinationsguide.com,4.5331
2024-01,familyeducation.com,1212.6393
2024-01,familyhandyman.com (Reader's Digest),1000.9758
2024-01,familytravelmagazine.com,0.2647
2024-01,famousbirthdays.com,2448.1883
2024-01,famousfix.com,36.5004
2024-01,fandango.com (Comcast NBC Universal Digital),7670.2482
2024-01,fandom.com,43417.8291
2024-01,fandomwire.com,787.5856
2024-01,fangraphs.com,553.7279
2024-01,fanpix.net,0.1763
2024-01,fansided.com,1438.1304
2024-01,fantasypros.com,1333.8568
2024-01,farmersalmanac.com,116.5785
2024-01,farmfoodfamily.com,5.6472
2024-01,fashionista.com,171.1025
2024-01,fashiontimes.com (IBT Media),0.2689
2024-01,fastcompany.com (Mansueto),4265.8328
2024-01,fayobserver.com,336.47310000000004
2024-01,feelgoodfoodie.net,2449.0190000000002
2024-01,fextralife.com,336.1931
2024-01,ffxiv.gamerescape.com,14.2162
2024-01,fifteenspatulas.com,5.3577
2024-01,finalfantasy.fandom.com,324.6212
2024-01,finance.yahoo.com,29543.5509
2024-01,financebuzz.com,430.9712
2024-01,finegardening.com,331.2653
2024-01,finviz.com,30.229
2024-01,finweb.com,88.6798
2024-01,firstwefeast.com,99.1993
2024-01,fivethirtyeight.com,344.9438
2024-01,fleaflicker.com,37.1151
2024-01,flightaware.com,6000.5404
2024-01,flograppling.com,999.2371999999999
2024-01,flowrestling.org,3415.9332999999997
2024-01,flyertalk.com,2032.1317
2024-01,fm100.com,0.9473
2024-01,fodors.com,21389.4387
2024-01,fontspace.com,7.6337
2024-01,food52.com,409.1186
2024-01,foodandwine.com (Meredith),6676.6151
2024-01,foodfaithfitness.com,13.6693
2024-01,foodiecrush.com,11.1981
2024-01,foodisinthehouse.com,96.6647
2024-01,foodnetwork.com (Scripps Network Digital),4362.1303
2024-01,foodrepublic.com,405.9606
2024-01,foodtolove.com.au,0.5342
2024-01,fooducate.com,2443.7289
2024-01,fool.com,4368.7058
2024-01,football.london,684.8886
2024-01,footballscoop.com,1340.3411
2024-01,footwearnews.com,33.9256
2024-01,forbes.com,31125.4984
2024-01,fortune.com (Fortune Media),12.6564
2024-01,forums.hfboards.com,242.01370000000003
2024-01,fox13now.com,2957.9656
2024-01,fox17online.com,466.1046
2024-01,fox2now.com,535.6788
2024-01,fox40.com,176.227
2024-01,fox47.com,0.3205
2024-01,fox4kc.com,268.8941
2024-01,fox59.com (Tribune Media),5373.1753
2024-01,fox8.com,3028.9507
2024-01,foxchattanooga.com,1.1953
2024-01,foxillinois.com,0.2831
2024-01,foxvalleyfoodie.com,18.7207
2024-01,fredericksburg.com,103.5633
2024-01,freep.com (Gannett),14370.743900000001
2024-01,fresherslive.com,8457.0061
2024-01,frommers.com,204.8648
2024-01,fromvalerieskitchen.com,271.3295
2024-01,frugalcouponliving.com,4.985
2024-01,ftw.usatoday.com (Gannett),3936.9975999999997
2024-01,funcatz.com,88.7625
2024-01,futureofworking.com,2.0818000000000003
2024-01,gabriellearruda.com,877.2336
2024-01,gamebanana.com,1329.8894
2024-01,gamefaqs.gamespot.com,16175.753
2024-01,gamerant.com,1616.9381
2024-01,gamerevolution.com (Mandatory),230.98239999999998
2024-01,games.usatoday.com,2556.0177
2024-01,gamesgames.com,425.5702
2024-01,gameskinny.com,115.5635
2024-01,gamespot.com,3931.385
2024-01,gamezone.com,427.3273
2024-01,gayot.com,3330.8132
2024-01,gearpatrol.com,1809.8411
2024-01,geeksforgeeks.org,5479.2941
2024-01,geekwire.com,113.45
2024-01,genealogy.com,76.0388
2024-01,genius.com,14729.858
2024-01,geo.tv,11.4526
2024-01,geoguessr.com,2830.9674
2024-01,geology.com,1248.8704
2024-01,ghacks.net,585.6071
2024-01,giantfreakinrobot.com,165.1239
2024-01,gimmesomeoven.com,1207.4965
2024-01,gizmag.com,0.2028
2024-01,gizmodo.com,1158.4334000000001
2024-01,glam.com (Mode Media),5.6629
2024-01,globalrph.com,74.2449
2024-01,gmfullsize.com,24.3378
2024-01,goal.com,28.2116
2024-01,gobankingrates.com,2610.9268
2024-01,gofugyourself.com,88.3938
2024-01,golfdigest.com,595.9683
2024-01,golfweek.usatoday.com,49.7031
2024-01,gon.com,260.34749999999997
2024-01,goodhousekeeping.com (Hearst Digital),43119.4992
2024-01,goodmenproject.com,5.413499999999999
2024-01,gosunoob.com,42.6876
2024-01,gothamist.com,2300.7063
2024-01,gq.com (Condé Nast),127.8675
2024-01,gradesaver.com,1065.5704
2024-01,greatergood.com,501.5544
2024-01,greatgrubdelicioustreats.com,7.3031
2024-01,greatist.com,842.4616
2024-01,greatschools.org,231.318
2024-01,greencarreports.com,2.0876
2024-01,greenvillegazette.com,2.7446
2024-01,greenweddingshoes.com,0.6942
2024-01,grizly.com,1325.8957
2024-01,gsmarena.com,5602.2964
2024-01,guildwars2guru.com,34.2928
2024-01,guitaretab.com,2.0423
2024-01,gumtree.com,16.5812
2024-01,guru99.com,393.407
2024-01,h1bdata.info,4576.634400000001
2024-01,haaretz.com,1322.0964
2024-01,halfbakedharvest.com,620.4979999999999
2024-01,halfmarathons.net,6788.1311
2024-01,happierhuman.com,191.8982
2024-01,happymomhacks.com,7.1006
2024-01,harpersbazaar.com (Hearst Digital),2514.7659
2024-01,hawaiinewsnow.com (WorldNow),380.2177
2024-01,hbr.org,37263.5409
2024-01,health.com (Meredith),416476.0133
2024-01,healthfully.com,2.1096
2024-01,healthgrades.com,1302.3220999999999
2024-01,healthline.com,456.33889999999997
2024-01,healthshots.com,214.90089999999998
2024-01,healthyrecipesblogs.com,66.4153
2024-01,hearthpwn.com,1228.688
2024-01,heatst.com,105.9486
2024-01,hemmings.com,723.9957
2024-01,hepper.com,47.1826
2024-01,herald-dispatch.com,1.1267
2024-01,hercampus.com,1387.1306
2024-01,heysigmund.com,5.405
2024-01,heywise.com,765.0337999999999
2024-01,hgtv.com (Scripps Network Digital),3083.3614
2024-01,hibapress.com,12.2349
2024-01,highya.com,0.3666
2024-01,hindustantimes.com,267.13509999999997
2024-01,hip2save.com,5887.1134
2024-01,hiphopdx.com,4770.5851
2024-01,historycollection.com,3.4743000000000004
2024-01,hivplusmag.com,22.2099
2024-01,hobbyfarms.com,16.7496
2024-01,hockey-reference.com,190.9832
2024-01,hola.com,68.3118
2024-01,hollywoodreporter.com,1160.3944999999999
2024-01,homebrewtalk.com,280.0909
2024-01,homedit.com,264.5139
2024-01,homesandgardens.com,14.0647
2024-01,hometalk.com,3649.2419
2024-01,hot1015tampabay.com,5.6672
2024-01,hot981.com,0.3424
2024-01,hotcars.com,56.3482
2024-01,housebeautiful.com (Hearst Digital),1035.9275
2024-01,houseofnasheats.com,3.3242
2024-01,houstonchronicle.com,48.2551
2024-01,howdoesshe.com,40.0223
2024-01,howstuffworks.com,977.1707
2024-01,howsweeteats.com,27.6601
2024-01,howtogeek.com,5227.0847
2024-01,hudl.com,14487.8115
2024-01,huffpost.com,8454.6086
2024-01,hughhewitt.com,5.7951999999999995
2024-01,hypebeast.com,3009.0418
2024-01,i-d.vice.com,262.4077
2024-01,icy-veins.com,708.4948
2024-01,idahostatejournal.com,31.4612
2024-01,idahostatesman.com (McClatchy),33.9069
2024-01,idownloadblog.com,11.4319
2024-01,igeeksblog.com,1314.6942
2024-01,"ign.com (Ziff Davis, Inc.)",5524.1249
2024-01,iheart.com (iHeartMedia),18929.2608
2024-01,imdb.com,3193.3617
2024-01,imgur.com,5179.4914
2024-01,imleagues.com,554.8206
2024-01,imore.com (Mobile Nations),487.6734
2024-01,inc.com (Mansueto),12399.1259
2024-01,independent.ie,570.6464
2024-01,india.com (Penske),14.3806
2024-01,indiaglitz.com,615.8919
2024-01,indiamart.com,222.8831
2024-01,indianhealthyrecipes.com,664.7145
2024-01,indiatimes.com,2583.8357
2024-01,indiatoday.in,508.2177
2024-01,indiewire.com,423.2281
2024-01,inhabitat.com,11.7182
2024-01,inquirer.com,36.3868
2024-01,inquirer.net,552.4325
2024-01,insanelygoodrecipes.com,1954.5826000000002
2024-01,insider.com,8.7308
2024-01,insidercarnews.com,23.1977
2024-01,inspiredtaste.net,93.8309
2024-01,interestingliterature.com,255.3645
2024-01,intervalworld.com,1603.4397
2024-01,intimateweddings.com,6.6666
2024-01,investing.com,2379.9899
2024-01,investingfuel.com,8.8544
2024-01,investopedia.com (IAC),192932.6243
2024-01,investorplace.com,13212.2744
2024-01,investors.com,609.79
2024-01,issuu.com,306.5439
2024-01,itechpost.com,0.1609
2024-01,itsthevibe.com (Spine Media),212.3161
2024-01,itstillruns.com,4.1645
2024-01,iuhoosiers.com,0.1504
2024-01,jdpower.com,1665.9329
2024-01,jetpunk.com,401.7992
2024-01,joemygod.com,47.6843
2024-01,joyfoodsunshine.com,68.2187
2024-01,joythebaker.com,12.3289
2024-01,jsonline.com,529.507
2024-01,juno.com,2674.1183
2024-01,justataste.com,38.4852
2024-01,justdogbreeds.com,3.2359999999999998
2024-01,justjared.com,7795.390800000001
2024-01,justonecookbook.com,66.1008
2024-01,justwatch.com,3109.4808000000003
2024-01,kansas.com (McClatchy),705.1591
2024-01,kare11.com,197.5978
2024-01,katu.com,74.6299
2024-01,kayak.com,9005.5583
2024-01,kbb.com (Cox Enterprises),55046.7151
2024-01,kblx.com,1.2636
2024-01,kcci.com,16412.3355
2024-01,kcra.com,786.2659
2024-01,kdvr.com,164.42000000000002
2024-01,keeptradecut.com,1382.3723
2024-01,kenkenpuzzle.com,10930.5305
2024-01,kens5.com,271.1818
2024-01,ketv.com,1403.9608
2024-01,keybr.com,3922.9834
2024-01,kez999.iheart.com,4.5309
2024-01,kfor.com,717.3046999999999
2024-01,kfox.com,0.6958
2024-01,kfvs12.com,213.63
2024-01,khou.com,73.5188
2024-01,kidsactivitiesblog.com,7.991
2024-01,kiplinger.com,6321.094300000001
2024-01,kitchendaily.com,1.5008000000000001
2024-01,kitchenfunwithmy3sons.com,1266.1019999999999
2024-01,kitchenstewardship.com,13.0562
2024-01,kivitv.com,4.6595
2024-01,klbjfm.com,7.9346
2024-01,kmart.com,6.0341000000000005
2024-01,kmbc.com,308.9327
2024-01,knixcountry.iheart.com,0.5001
2024-01,knopnews2.com,3.9948
2024-01,knowyourmeme.com,507.0499
2024-01,koco.com,18.6965
2024-01,kohls.com,205417.4595
2024-01,kolotv.com,12.823
2024-01,komando.com,16983.2986
2024-01,koreatimes.co.kr,97.8819
2024-01,kristineskitchenblog.com,18.9324
2024-01,kron4.com,618.4272
2024-01,ksat.com,379.21950000000004
2024-01,kshb.com,244.3974
2024-01,ksl.com,11203.8617
2024-01,kstp.com,11755.2801
2024-01,ktla.com (Tribune Media),1255.0662
2024-01,ktu.iheart.com,7.5244
2024-01,ktul.com (WorldNow),225.8502
2024-01,kurv.com,6.1886
2024-01,kwqc.com,28.1443
2024-01,kxan.com,361.2416
2024-01,ladbible.com,197.3174
2024-01,ladyclever.com,0.33299999999999996
2024-01,laineygossip.com,528.6908999999999
2024-01,lajollalight.com (Tribune Media),0.2052
2024-01,lamag.com,217.44650000000001
2024-01,lancasteronline.com,901.9405
2024-01,laptopmag.com (Purch),18.5571
2024-01,last.fm (CBS Interactive),520.5056
2024-01,latimes.com (Tribune Media),7607.6449
2024-01,lavoztx.com,50.4802
2024-01,leagueofgraphs.com,498.0651
2024-01,legacy.com,558.2130999999999
2024-01,legalbeagle.com,63.9715
2024-01,lehighvalleylive.com,1259.4886
2024-01,lemontreedwelling.com,9.0403
2024-01,letsrun.com,56.682500000000005
2024-01,letterboxd.com,27838.5518
