Date,Brand_Leaf,Link_to_Creative,Spend_USD
2024-01,Capital One Commercial Banking,https://s3.amazonaws.com/YM_Ads/Qea3UBkzTJyr96AIqSRKKQ.jpg,1504.1702
2024-01,Capital One Consumer Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/6c74a206a0b31394/media,1562551.008
2024-01,Capital One Consumer Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/081668bbc4003162/media,576151.6176
2024-01,Capital One Consumer Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/955fb9b9276d98cd/media,149711.5869
2024-01,Capital One Credit Cards,https://s3.amazonaws.com/YM_Ads/HHo2DafAZRycJWHvvFlIvg.png,3348.8343
2024-01,Capital One Financial Corporation (General),https://s3.amazonaws.com/YM_Ads/LEq74B4BzS3BbmhIjz9FDA.mp4,79224.0027
2024-01,Capital One Financial Corporation (General),https://x-ad-assets.s3.amazonaws.com/media_asset/b887855fc3286fcf/media,76895.3815
2024-01,Capital One Financial Corporation (General),https://x-ad-assets.s3.amazonaws.com/media_asset/cf4ffef33bfbd18b/media,36898.8551
2024-01,Capital One Mobile App,https://s3.amazonaws.com/YM_Ads/2489159132674213958.png,384047.2473
2024-01,Capital One Mobile App,https://x-ad-assets.s3.amazonaws.com/media_asset/97d6d5f8fd6b7280/media,379948.5068
2024-01,Capital One Mobile App,https://s3.amazonaws.com/YM_Ads/541392845962088681.png,60865.9297
2024-01,Capital One Shopping,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,187750.7167
2024-01,Capital One Shopping,https://s3.amazonaws.com/YM_Ads/m2bUwzWCBxCZeKqmW3Ltqg.png,48984.1007
2024-01,Capital One Shopping,https://s3.amazonaws.com/YM_Ads/su_b-Ohr6vk1Fb0Rpi2s1g.png,38680.0218
2024-01,Capital One Teen Checking,https://s3.amazonaws.com/YM_Ads/-3315332235074261715.png,7182.7177
2024-01,Capital One Teen Checking,https://s3.amazonaws.com/YM_Ads/1100293825753784241.png,2257.3460999999998
2024-01,Capital One Teen Checking,https://s3.amazonaws.com/YM_Ads/-6058526503046246508.png,1346.1653000000001
2024-01,Capital One Walmart Rewards Card,https://s3.amazonaws.com/YM_Ads/ktuGUeVNhfGwSd1qIJTVhw.png,30666.9723
2024-01,Capital One Walmart Rewards Card,https://s3.amazonaws.com/YM_Ads/2pyqE-Lhh6dRVqFk1jw77Q.png,5852.6615
2024-01,Capital One Walmart Rewards Card,https://s3.amazonaws.com/YM_Ads/zBQClVMnQCgw963RvM6afA.png,4906.846799999999
2024-01,Capitol One 360 Performance Savings,https://s3.amazonaws.com/YM_Ads/645233030685019561.png,495559.88910000003
2024-01,Capitol One 360 Performance Savings,https://s3.amazonaws.com/YM_Ads/8278193215417937680.png,357463.9686
2024-01,Capitol One 360 Performance Savings,https://s3.amazonaws.com/YM_Ads/7018208595988310939.png,113301.8789
2024-01,Guaranteed (Secured Mastercard),https://x-ad-assets.s3.amazonaws.com/media_asset/f89034563c468b18/media,1015.611
2024-01,Guaranteed (Secured Mastercard),https://s3.amazonaws.com/YM_Ads/Gh1twTH09oZSxMFBBH1BvQ.png,496.89610000000005
2024-01,Guaranteed (Secured Mastercard),https://s3.amazonaws.com/YM_Ads/7Z0RSMBAaBUC1YMl0fPpgw.png,439.2445
2024-01,Platinum Card,https://s3.amazonaws.com/YM_Ads/1935229592859181348.png,21999.6352
2024-01,Platinum Card,https://s3.amazonaws.com/YM_Ads/-4381949097833297856.png,7888.9953000000005
2024-01,Quick Check,https://s3.amazonaws.com/YM_Ads/-7091761275134699006.png,11346.9309
2024-01,Quick Check,https://s3.amazonaws.com/YM_Ads/e8ojRtn9AS5VwjErw8eFkw.png,1062.5113000000001
2024-01,Quick Check,https://s3.amazonaws.com/YM_Ads/-4318869421456283821.png,330.4407
2024-01,QuickSilver Card,https://x-ad-assets.s3.amazonaws.com/media_asset/a35b6eaec19c3339/media,769627.1104
2024-01,QuickSilver Card,https://x-ad-assets.s3.amazonaws.com/media_asset/df9eda7cab70fd5e/media,347559.0217
2024-01,QuickSilver Card,https://x-ad-assets.s3.amazonaws.com/media_asset/fd5c6e731b09702a/media,127623.9096
2024-01,Savor Card,https://s3.amazonaws.com/YM_Ads/GMdFDkbjPpM4lAlCeAZK0Q.png,719.349
2024-01,Savor Card,https://s3.amazonaws.com/YM_Ads/HbPnkqm0By6HFEtDm3S4qA.png,220.82330000000002
2024-01,Savor Card,https://s3.amazonaws.com/YM_Ads/3mWB6r3zh2b31aqZ9mqEeA.png,42.9721
2024-01,Venture Card,https://s3.amazonaws.com/YM_Ads/SllKoXHRM2rtf4M-Y119SQ.png,2011.0253
2024-01,Venture Card,https://s3.amazonaws.com/YM_Ads/2051827168296180754.png,1859.7075999999997
2024-01,Venture Card,https://x-ad-assets.s3.amazonaws.com/media_asset/874d9bc27e73f0f3/media,747.6907
2024-01,Venture X Card,https://x-ad-assets.s3.amazonaws.com/media_asset/37ebee1ab6d757a3/media,912526.3966
2024-01,Venture X Card,https://x-ad-assets.s3.amazonaws.com/media_asset/bfb550c8758c8c1b/media,522758.0269
2024-01,Venture X Card,https://x-ad-assets.s3.amazonaws.com/media_asset/664eb6726159d0c8/media,467830.0111
2024-02,Business Spark Card,https://s3.amazonaws.com/YM_Ads/pTshOSU0n3TPa6ozSyEWHQ.png,527432.1518
2024-02,Business Spark Card,https://s3.amazonaws.com/YM_Ads/JojUSVCrDi5hEg_jxS4zxQ.png,181731.7952
2024-02,Business Spark Card,https://s3.amazonaws.com/YM_Ads/gEaZKTXO88rFvhhwGwUnZA.png,129042.5981
2024-02,Business Venture X Card,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,647176.3092
2024-02,Business Venture X Card,https://x-ad-assets.s3.amazonaws.com/media_asset/662b234392cc8668/media,410887.32300000003
2024-02,Business Venture X Card,https://x-ad-assets.s3.amazonaws.com/media_asset/f91c3575b82eca40/media,352718.3529
2024-02,Capital One 360,https://x-ad-assets.s3.amazonaws.com/media_asset/80bd79e80bc40319/media,1737524.8442
2024-02,Capital One 360,https://x-ad-assets.s3.amazonaws.com/media_asset/2c484bc1fc2ebcff/media,1088474.9455
2024-02,Capital One 360,https://x-ad-assets.s3.amazonaws.com/media_asset/7f1d4fe44e1da128/media,328716.3351
2024-02,Capital One 360 CD,https://s3.amazonaws.com/YM_Ads/1586485183246953749.png,125571.4563
2024-02,Capital One 360 CD,https://s3.amazonaws.com/YM_Ads/3866107542895925003.png,108615.3675
2024-02,Capital One 360 CD,https://s3.amazonaws.com/YM_Ads/4099629314085085265.png,74302.56450000001
2024-02,Capital One 360 Cafe Banks,https://x-ad-assets.s3.amazonaws.com/media_asset/d6992cefa0c5b9d4/media,130990.8129
2024-02,Capital One 360 Cafe Banks,https://x-ad-assets.s3.amazonaws.com/media_asset/43c48cd93cefca01/media,42696.8246
2024-02,Capital One 360 Cafe Banks,https://s3.amazonaws.com/YM_Ads/-9087017908059672794.png,5159.8702
2024-02,Capital One 360 Checking,https://x-ad-assets.s3.amazonaws.com/media_asset/99c2ed5b708c5414/media,276930.0402
2024-02,Capital One 360 Checking,https://x-ad-assets.s3.amazonaws.com/media_asset/85ae13571b1b7c7f/media,66956.7561
2024-02,Capital One 360 Checking,https://s3.amazonaws.com/YM_Ads/-4517428492616297246.png,48926.3278
2024-02,Capital One Auto Navigator,https://s3.amazonaws.com/YM_Ads/Jmvcxyv5snbJrHiRw4JlUA.png,103701.4299
2024-02,Capital One Auto Navigator,https://s3.amazonaws.com/YM_Ads/1aGGjodIReSiYx2VQEDFVA.png,97649.5296
2024-02,Capital One Auto Navigator,https://s3.amazonaws.com/YM_Ads/7TO2F1cU5z_jBlxTpkNPWw.png,90897.8618
2024-02,Capital One Business Finance,https://s3.amazonaws.com/YM_Ads/3oV0spkdXdp106pdtNpQTw.png,186.7495
2024-02,Capital One Business Finance,https://s3.amazonaws.com/YM_Ads/El3KN9jHQNXn1ANAGuszqg.png,173.3109
2024-02,Capital One Cardholder Benefits,https://x-ad-assets.s3.amazonaws.com/media_asset/10cea97c88b032ff/media,86955.4678
2024-02,Capital One Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/247775080123507233.png,74563.1188
2024-02,Capital One Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/2014886101156339408.png,72640.6055
2024-02,Capital One Careers,https://s3.amazonaws.com/YM_Ads/x2-OBR-eU3yw3zaOEmHhxw.mp4,69633.43609999999
2024-02,Capital One Careers,https://s3.amazonaws.com/YM_Ads/cmZ4ZI_gUyJXaHIJNqyRzQ.mp4,24211.2713
2024-02,Capital One Careers,https://s3.amazonaws.com/YM_Ads/T0optlpIzsQJdBXI4GseSA.mp4,8611.0928
2024-02,Capital One Commercial Banking,https://s3.amazonaws.com/YM_Ads/a4odiJ1mKNeLfBvmqnaKng.mp4,19446.7631
2024-02,Capital One Commercial Banking,https://s3.amazonaws.com/YM_Ads/l0paKxClg424oNRgRZukqQ.jpg,822.2951
2024-02,Capital One Commercial Banking,https://s3.amazonaws.com/YM_Ads/XKJjy4zbdqaLlIBd2G7whw.jpg,768.5716
2024-02,Capital One Consumer Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/6c74a206a0b31394/media,1362562.5822
2024-02,Capital One Consumer Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/081668bbc4003162/media,288100.7625
2024-02,Capital One Consumer Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/955fb9b9276d98cd/media,215845.2182
2024-02,Capital One Credit Cards,https://s3.amazonaws.com/YM_Ads/HHo2DafAZRycJWHvvFlIvg.png,1171.8026
2024-02,Capital One Financial Corporation (General),https://s3.amazonaws.com/YM_Ads/IWNkByDmYn0kTGVH_ek_7A.png,60765.0643
2024-02,Capital One Financial Corporation (General),https://x-ad-assets.s3.amazonaws.com/media_asset/b887855fc3286fcf/media,57926.7995
2024-02,Capital One Financial Corporation (General),https://s3.amazonaws.com/YM_Ads/LEq74B4BzS3BbmhIjz9FDA.mp4,57171.3114
2024-02,Capital One Mobile App,https://s3.amazonaws.com/YM_Ads/2489159132674213958.png,287715.1611
2024-02,Capital One Mobile App,https://x-ad-assets.s3.amazonaws.com/media_asset/97d6d5f8fd6b7280/media,220792.9847
2024-02,Capital One Mobile App,https://x-ad-assets.s3.amazonaws.com/media_asset/fd35a9c8845c28b3/media,19549.9995
2024-02,Capital One Shopping,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,403742.4498
2024-02,Capital One Shopping,https://s3.amazonaws.com/YM_Ads/ta4Oj9x0P6ZMOWdC-4t_MQ.png,96483.5208
2024-02,Capital One Shopping,https://s3.amazonaws.com/YM_Ads/FX6ILPQdFiUsuvm6qUq0Zw.png,93354.6621
2024-02,Capital One Shopping (formerly Wikibuy),https://s3.amazonaws.com/YM_Ads/Otv65FZuc6OU8bOCzmimlA.png,1892.4215
2024-02,Capital One Shopping (formerly Wikibuy),https://s3.amazonaws.com/YM_Ads/uapJqiMGADZyd1fqap-IVQ.png,268.5739
2024-02,Capital One Shopping (formerly Wikibuy),https://s3.amazonaws.com/YM_Ads/u3A0QGkuO8rRVeyGxupLcw.png,149.8679
2024-02,Capital One Teen Checking,https://s3.amazonaws.com/YM_Ads/1100293825753784241.png,4045.7085
2024-02,Capital One Teen Checking,https://s3.amazonaws.com/YM_Ads/3907080845222105435.png,2755.9658
2024-02,Capital One Teen Checking,https://s3.amazonaws.com/YM_Ads/-3315332235074261715.png,2522.8056
2024-02,Capital One Walmart Rewards Card,https://s3.amazonaws.com/YM_Ads/ktuGUeVNhfGwSd1qIJTVhw.png,37461.884
2024-02,Capitol One 360 Performance Savings,https://s3.amazonaws.com/YM_Ads/8278193215417937680.png,316270.0244
2024-02,Capitol One 360 Performance Savings,https://s3.amazonaws.com/YM_Ads/645233030685019561.png,266315.1106
2024-02,Capitol One 360 Performance Savings,https://s3.amazonaws.com/YM_Ads/-3717766613815414684.png,60474.015
2024-02,Guaranteed (Secured Mastercard),https://s3.amazonaws.com/YM_Ads/pfWrPuBCiaBn1IJDHmHG5w.png,4038.2543000000005
2024-02,Guaranteed (Secured Mastercard),https://s3.amazonaws.com/YM_Ads/8VUIQE5trGCv5YUzuTnI9w.png,447.53340000000003
2024-02,Guaranteed (Secured Mastercard),https://s3.amazonaws.com/YM_Ads/z18XCAJBYMBT-qPpY1wPpQ.png,445.96810000000005
2024-02,Quick Check,https://s3.amazonaws.com/YM_Ads/-7091761275134699006.png,2847.6978
2024-02,Quick Check,https://s3.amazonaws.com/YM_Ads/TV-o1BHEoyofxywBb9Oiyg.png,699.9843000000001
2024-02,Quick Check,https://s3.amazonaws.com/YM_Ads/CcFdtesuGovX6xlY4-bUmQ.png,259.1692
2024-02,QuickSilver Card,https://x-ad-assets.s3.amazonaws.com/media_asset/a35b6eaec19c3339/media,376032.0157
2024-02,QuickSilver Card,https://x-ad-assets.s3.amazonaws.com/media_asset/df9eda7cab70fd5e/media,225164.9729
2024-02,QuickSilver Card,https://x-ad-assets.s3.amazonaws.com/media_asset/fd5c6e731b09702a/media,112927.7435
2024-02,Savor Card,https://s3.amazonaws.com/YM_Ads/GMdFDkbjPpM4lAlCeAZK0Q.png,25087.3039
2024-02,Savor Card,https://s3.amazonaws.com/YM_Ads/-7731369646038720477.png,9830.729599999999
2024-02,Savor Card,https://s3.amazonaws.com/YM_Ads/4LByHh7huvB1PYsBvhat8w.png,1791.9128
2024-02,Smart Rewards Card,https://s3.amazonaws.com/YM_Ads/1786516045131896221.png,536.3491
2024-02,Smart Rewards Card,https://x-ad-assets.s3.amazonaws.com/media_asset/cc7b4b8f52e5fc47/media,167.9984
2024-02,Venture Card,https://s3.amazonaws.com/YM_Ads/6505075664513446467.png,8425.2793
2024-02,Venture Card,https://s3.amazonaws.com/YM_Ads/8128910035509157637.png,5414.3164
2024-02,Venture Card,https://x-ad-assets.s3.amazonaws.com/media_asset/463e597534d133ba/media,3871.4379
2024-02,Venture X Card,https://x-ad-assets.s3.amazonaws.com/media_asset/664eb6726159d0c8/media,579212.2717
2024-02,Venture X Card,https://x-ad-assets.s3.amazonaws.com/media_asset/bfb550c8758c8c1b/media,465971.8473
2024-02,Venture X Card,https://x-ad-assets.s3.amazonaws.com/media_asset/cbfb717450bc226f/media,439303.3525
2024-03,Business Spark Card,https://s3.amazonaws.com/YM_Ads/pTshOSU0n3TPa6ozSyEWHQ.png,193605.6487
2024-03,Business Spark Card,https://s3.amazonaws.com/YM_Ads/JojUSVCrDi5hEg_jxS4zxQ.png,133259.306
2024-03,Business Spark Card,https://s3.amazonaws.com/YM_Ads/gEaZKTXO88rFvhhwGwUnZA.png,30664.6032
2024-03,Business Venture X Card,https://x-ad-assets.s3.amazonaws.com/media_asset/a1156bd68bc51f06/media,1032479.6216000001
2024-03,Business Venture X Card,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,658011.1106
2024-03,Business Venture X Card,https://x-ad-assets.s3.amazonaws.com/media_asset/662b234392cc8668/media,371872.2286
2024-03,Capital One 360,https://x-ad-assets.s3.amazonaws.com/media_asset/80bd79e80bc40319/media,2024553.5916
2024-03,Capital One 360,https://x-ad-assets.s3.amazonaws.com/media_asset/2c484bc1fc2ebcff/media,1226738.4043
2024-03,Capital One 360,https://x-ad-assets.s3.amazonaws.com/media_asset/916daa3825717d1a/media,285628.5974
2024-03,Capital One 360 CD,https://s3.amazonaws.com/YM_Ads/7398379580680972426.png,100308.2754
2024-03,Capital One 360 CD,https://s3.amazonaws.com/YM_Ads/7589964286422949603.png,75868.2562
2024-03,Capital One 360 CD,https://s3.amazonaws.com/YM_Ads/-1538227019714806081.png,56146.0267
2024-03,Capital One 360 Cafe Banks,https://x-ad-assets.s3.amazonaws.com/media_asset/d6992cefa0c5b9d4/media,119074.3497
2024-03,Capital One 360 Cafe Banks,https://x-ad-assets.s3.amazonaws.com/media_asset/43c48cd93cefca01/media,50788.6978
2024-03,Capital One 360 Cafe Banks,https://s3.amazonaws.com/YM_Ads/4627665745682553231.png,23968.718
2024-03,Capital One 360 Checking,https://s3.amazonaws.com/YM_Ads/-4517428492616297246.png,242037.8846
2024-03,Capital One 360 Checking,https://s3.amazonaws.com/YM_Ads/-7888626863881174058.png,202916.1538
2024-03,Capital One 360 Checking,https://x-ad-assets.s3.amazonaws.com/media_asset/99c2ed5b708c5414/media,179491.0748
2024-03,Capital One Auto Navigator,https://s3.amazonaws.com/YM_Ads/Jmvcxyv5snbJrHiRw4JlUA.png,113994.5777
2024-03,Capital One Auto Navigator,https://s3.amazonaws.com/YM_Ads/1aGGjodIReSiYx2VQEDFVA.png,102832.8473
2024-03,Capital One Auto Navigator,https://s3.amazonaws.com/YM_Ads/7TO2F1cU5z_jBlxTpkNPWw.png,88560.2555
2024-03,Capital One Business Cards,https://s3.amazonaws.com/YM_Ads/ixCtPYU0pvwnAIPRd6FMVg.jpg,430.9664
2024-03,Capital One Business Finance,https://s3.amazonaws.com/YM_Ads/7NeNONZx7mjNwhWVdvkmGw.png,3811.7521
2024-03,Capital One Business Finance,https://s3.amazonaws.com/YM_Ads/El3KN9jHQNXn1ANAGuszqg.png,3270.0565
2024-03,Capital One Business Finance,https://s3.amazonaws.com/YM_Ads/YjrYpg0YS-wn1GovCHUcwg.png,1937.5549
2024-03,Capital One Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/-410353697047153002.png,56108.5244
2024-03,Capital One Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/6581349801135390054.png,46129.6667
2024-03,Capital One Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/-5986220487738758538.png,16251.0199
2024-03,Capital One Careers,https://s3.amazonaws.com/YM_Ads/cmZ4ZI_gUyJXaHIJNqyRzQ.mp4,38089.4274
2024-03,Capital One Careers,https://s3.amazonaws.com/YM_Ads/T0optlpIzsQJdBXI4GseSA.mp4,5322.7402
2024-03,Capital One Careers,https://s3.amazonaws.com/YM_Ads/YAYeI48FHrrcXdmX4dYjYg.mp4,3683.3629
2024-03,Capital One Commercial Banking,https://s3.amazonaws.com/YM_Ads/a4odiJ1mKNeLfBvmqnaKng.mp4,30743.8383
2024-03,Capital One Commercial Banking,https://s3.amazonaws.com/YM_Ads/R5FlWv46q64IrnKyJqM7eQ.png,7007.8519
2024-03,Capital One Commercial Banking,https://s3.amazonaws.com/YM_Ads/yCxcTWd9-ZTCxw0tjbIJpg.png,2417.6059999999998
2024-03,Capital One Consumer Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/6c74a206a0b31394/media,1097951.9942
2024-03,Capital One Consumer Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/955fb9b9276d98cd/media,825013.2447
2024-03,Capital One Consumer Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/081668bbc4003162/media,263553.6575
2024-03,Capital One Credit Cards,https://s3.amazonaws.com/YM_Ads/HHo2DafAZRycJWHvvFlIvg.png,5185.0039
2024-03,Capital One Financial Corporation (General),https://x-ad-assets.s3.amazonaws.com/media_asset/b887855fc3286fcf/media,65451.0801
2024-03,Capital One Financial Corporation (General),https://x-ad-assets.s3.amazonaws.com/media_asset/0f1f8016a018d382/media,53736.442500000005
2024-03,Capital One Financial Corporation (General),https://s3.amazonaws.com/YM_Ads/IWNkByDmYn0kTGVH_ek_7A.png,48498.883499999996
2024-03,Capital One Mobile App,https://x-ad-assets.s3.amazonaws.com/media_asset/2f9c3d57fabc0970/media,506.60040000000004
2024-03,Capital One Mobile App,https://s3.amazonaws.com/YM_Ads/6_a60SXl9AtriWG0VExmxA.png,3.5866
2024-03,Capital One Shopping,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,464318.1119
2024-03,Capital One Shopping,https://s3.amazonaws.com/YM_Ads/FX6ILPQdFiUsuvm6qUq0Zw.png,134862.8699
2024-03,Capital One Shopping,https://s3.amazonaws.com/YM_Ads/ta4Oj9x0P6ZMOWdC-4t_MQ.png,108384.4148
2024-03,Capital One Shopping (formerly Wikibuy),https://s3.amazonaws.com/YM_Ads/Otv65FZuc6OU8bOCzmimlA.png,570.0931
2024-03,Capital One Shopping (formerly Wikibuy),https://s3.amazonaws.com/YM_Ads/u3A0QGkuO8rRVeyGxupLcw.png,93.0609
2024-03,Capital One Small Business Savings,https://s3.amazonaws.com/YM_Ads/zUf1YI-mybtXxokvEsQ4Hg.png,386.1746
2024-03,Capital One Teen Checking,https://s3.amazonaws.com/YM_Ads/-8929275991100041787.png,10820.5678
2024-03,Capital One Teen Checking,https://s3.amazonaws.com/YM_Ads/-6164489540911878596.png,9541.1763
2024-03,Capital One Teen Checking,https://s3.amazonaws.com/YM_Ads/-6058526503046246508.png,711.3218
2024-03,Capital One Walmart Rewards Card,https://s3.amazonaws.com/YM_Ads/tQ_zqPH_PQJzYXbz83SWEg.png,117074.1361
2024-03,Capital One Walmart Rewards Card,https://s3.amazonaws.com/YM_Ads/HgEzycjNoAxi6QB0QPvUTA.png,67109.0546
2024-03,Capital One Walmart Rewards Card,https://s3.amazonaws.com/YM_Ads/ktuGUeVNhfGwSd1qIJTVhw.png,41684.0607
2024-03,Capitol One 360 Performance Savings,https://s3.amazonaws.com/YM_Ads/645233030685019561.png,491955.4571
2024-03,Capitol One 360 Performance Savings,https://s3.amazonaws.com/YM_Ads/-6059698801507964296.png,422358.25430000003
2024-03,Capitol One 360 Performance Savings,https://s3.amazonaws.com/YM_Ads/8278193215417937680.png,334591.0647
2024-03,Guaranteed (Secured Mastercard),https://s3.amazonaws.com/YM_Ads/5TipfQWHJZncoAlQ3O1bKw.png,1390.5121000000001
2024-03,Guaranteed (Secured Mastercard),https://s3.amazonaws.com/YM_Ads/mzxwDufxh6nlFW7PT4e4eA.png,713.3394000000001
2024-03,Guaranteed (Secured Mastercard),https://s3.amazonaws.com/YM_Ads/gsVjycE9RUgdo787ObH32Q.png,386.2468
2024-03,Platinum Card,https://s3.amazonaws.com/YM_Ads/1957399230142734275.png,511.1844
2024-03,Quick Check,https://s3.amazonaws.com/YM_Ads/8670013221356265806.png,26108.7006
2024-03,Quick Check,https://s3.amazonaws.com/YM_Ads/-7091761275134699006.png,8389.4885
2024-03,Quick Check,https://s3.amazonaws.com/YM_Ads/lrXSiIKJeuEjoVNnCWUPUQ.png,706.4683000000001
2024-03,QuickSilver Card,https://s3.amazonaws.com/YM_Ads/ex2y0DdKKRjLX0KMPJ_k4w.png,444966.2243
2024-03,QuickSilver Card,https://x-ad-assets.s3.amazonaws.com/media_asset/a35b6eaec19c3339/media,351495.3213
2024-03,QuickSilver Card,https://x-ad-assets.s3.amazonaws.com/media_asset/df9eda7cab70fd5e/media,121781.3061
2024-03,Savor Card,https://s3.amazonaws.com/YM_Ads/jrRHV0enf-uLkdkcQxnZwA.png,383.505
2024-03,Savor Card,https://s3.amazonaws.com/YM_Ads/wUDxgo6fimXLip2igl7qrg.png,65.4988
2024-03,Savor Card,https://s3.amazonaws.com/YM_Ads/pVn2yypQLNfjgBB0aybMbQ.png,52.7491
2024-03,Smart Rewards Card,https://x-ad-assets.s3.amazonaws.com/media_asset/9a0616e4ecd7b136/media,169.4265
2024-03,Smart Rewards Card,https://x-ad-assets.s3.amazonaws.com/media_asset/cc7b4b8f52e5fc47/media,168.5385
2024-03,Smart Rewards Card,https://s3.amazonaws.com/YM_Ads/1786516045131896221.png,165.114
2024-03,Venture Card,https://s3.amazonaws.com/YM_Ads/Eo4UfXWfSGytlTjw4tumhw.png,470459.1368
2024-03,Venture Card,https://s3.amazonaws.com/YM_Ads/7JEOGC9msc38h3auU0h58Q.png,123289.6048
2024-03,Venture Card,https://s3.amazonaws.com/YM_Ads/-6635161336255474000.png,76096.5009
